date_key,full_date,year,quarter,quarter_name,month_number,month_name,month_short,year_month,iso_week,day_of_month,day_of_week,day_name,day_short,is_weekend,day_of_year
20150905,2015-09-05,2015,3,Q3 2015,9,September,Sep,2015-09,36,5,6,Saturday,Sat,True,248
20150906,2015-09-06,2015,3,Q3 2015,9,September,Sep,2015-09,36,6,7,Sunday,Sun,True,249
20150907,2015-09-07,2015,3,Q3 2015,9,September,Sep,2015-09,37,7,1,Monday,Mon,False,250
20150908,2015-09-08,2015,3,Q3 2015,9,September,Sep,2015-09,37,8,2,Tuesday,Tue,False,251
20150909,2015-09-09,2015,3,Q3 2015,9,September,Sep,2015-09,37,9,3,Wednesday,Wed,False,252
20150910,2015-09-10,2015,3,Q3 2015,9,September,Sep,2015-09,37,10,4,Thursday,Thu,False,253
20150911,2015-09-11,2015,3,Q3 2015,9,September,Sep,2015-09,37,11,5,Friday,Fri,False,254
20150912,2015-09-12,2015,3,Q3 2015,9,September,Sep,2015-09,37,12,6,Saturday,Sat,True,255
20150913,2015-09-13,2015,3,Q3 2015,9,September,Sep,2015-09,37,13,7,Sunday,Sun,True,256
20150914,2015-09-14,2015,3,Q3 2015,9,September,Sep,2015-09,38,14,1,Monday,Mon,False,257
20150915,2015-09-15,2015,3,Q3 2015,9,September,Sep,2015-09,38,15,2,Tuesday,Tue,False,258
20150916,2015-09-16,2015,3,Q3 2015,9,September,Sep,2015-09,38,16,3,Wednesday,Wed,False,259
20150917,2015-09-17,2015,3,Q3 2015,9,September,Sep,2015-09,38,17,4,Thursday,Thu,False,260
20150918,2015-09-18,2015,3,Q3 2015,9,September,Sep,2015-09,38,18,5,Friday,Fri,False,261
20150919,2015-09-19,2015,3,Q3 2015,9,September,Sep,2015-09,38,19,6,Saturday,Sat,True,262
20150920,2015-09-20,2015,3,Q3 2015,9,September,Sep,2015-09,38,20,7,Sunday,Sun,True,263
20150921,2015-09-21,2015,3,Q3 2015,9,September,Sep,2015-09,39,21,1,Monday,Mon,False,264
20150922,2015-09-22,2015,3,Q3 2015,9,September,Sep,2015-09,39,22,2,Tuesday,Tue,False,265
20150923,2015-09-23,2015,3,Q3 2015,9,September,Sep,2015-09,39,23,3,Wednesday,Wed,False,266
20150924,2015-09-24,2015,3,Q3 2015,9,September,Sep,2015-09,39,24,4,Thursday,Thu,False,267
20150925,2015-09-25,2015,3,Q3 2015,9,September,Sep,2015-09,39,25,5,Friday,Fri,False,268
20150926,2015-09-26,2015,3,Q3 2015,9,September,Sep,2015-09,39,26,6,Saturday,Sat,True,269
20150927,2015-09-27,2015,3,Q3 2015,9,September,Sep,2015-09,39,27,7,Sunday,Sun,True,270
20150928,2015-09-28,2015,3,Q3 2015,9,September,Sep,2015-09,40,28,1,Monday,Mon,False,271
20150929,2015-09-29,2015,3,Q3 2015,9,September,Sep,2015-09,40,29,2,Tuesday,Tue,False,272
20150930,2015-09-30,2015,3,Q3 2015,9,September,Sep,2015-09,40,30,3,Wednesday,Wed,False,273
20151001,2015-10-01,2015,4,Q4 2015,10,October,Oct,2015-10,40,1,4,Thursday,Thu,False,274
20151002,2015-10-02,2015,4,Q4 2015,10,October,Oct,2015-10,40,2,5,Friday,Fri,False,275
20151003,2015-10-03,2015,4,Q4 2015,10,October,Oct,2015-10,40,3,6,Saturday,Sat,True,276
20151004,2015-10-04,2015,4,Q4 2015,10,October,Oct,2015-10,40,4,7,Sunday,Sun,True,277
20151005,2015-10-05,2015,4,Q4 2015,10,October,Oct,2015-10,41,5,1,Monday,Mon,False,278
20151006,2015-10-06,2015,4,Q4 2015,10,October,Oct,2015-10,41,6,2,Tuesday,Tue,False,279
20151007,2015-10-07,2015,4,Q4 2015,10,October,Oct,2015-10,41,7,3,Wednesday,Wed,False,280
20151008,2015-10-08,2015,4,Q4 2015,10,October,Oct,2015-10,41,8,4,Thursday,Thu,False,281
20151009,2015-10-09,2015,4,Q4 2015,10,October,Oct,2015-10,41,9,5,Friday,Fri,False,282
20151010,2015-10-10,2015,4,Q4 2015,10,October,Oct,2015-10,41,10,6,Saturday,Sat,True,283
20151011,2015-10-11,2015,4,Q4 2015,10,October,Oct,2015-10,41,11,7,Sunday,Sun,True,284
20151012,2015-10-12,2015,4,Q4 2015,10,October,Oct,2015-10,42,12,1,Monday,Mon,False,285
20151013,2015-10-13,2015,4,Q4 2015,10,October,Oct,2015-10,42,13,2,Tuesday,Tue,False,286
20151014,2015-10-14,2015,4,Q4 2015,10,October,Oct,2015-10,42,14,3,Wednesday,Wed,False,287
20151015,2015-10-15,2015,4,Q4 2015,10,October,Oct,2015-10,42,15,4,Thursday,Thu,False,288
20151016,2015-10-16,2015,4,Q4 2015,10,October,Oct,2015-10,42,16,5,Friday,Fri,False,289
20151017,2015-10-17,2015,4,Q4 2015,10,October,Oct,2015-10,42,17,6,Saturday,Sat,True,290
20151018,2015-10-18,2015,4,Q4 2015,10,October,Oct,2015-10,42,18,7,Sunday,Sun,True,291
20151019,2015-10-19,2015,4,Q4 2015,10,October,Oct,2015-10,43,19,1,Monday,Mon,False,292
20151020,2015-10-20,2015,4,Q4 2015,10,October,Oct,2015-10,43,20,2,Tuesday,Tue,False,293
20151021,2015-10-21,2015,4,Q4 2015,10,October,Oct,2015-10,43,21,3,Wednesday,Wed,False,294
20151022,2015-10-22,2015,4,Q4 2015,10,October,Oct,2015-10,43,22,4,Thursday,Thu,False,295
20151023,2015-10-23,2015,4,Q4 2015,10,October,Oct,2015-10,43,23,5,Friday,Fri,False,296
20151024,2015-10-24,2015,4,Q4 2015,10,October,Oct,2015-10,43,24,6,Saturday,Sat,True,297
20151025,2015-10-25,2015,4,Q4 2015,10,October,Oct,2015-10,43,25,7,Sunday,Sun,True,298
20151026,2015-10-26,2015,4,Q4 2015,10,October,Oct,2015-10,44,26,1,Monday,Mon,False,299
20151027,2015-10-27,2015,4,Q4 2015,10,October,Oct,2015-10,44,27,2,Tuesday,Tue,False,300
20151028,2015-10-28,2015,4,Q4 2015,10,October,Oct,2015-10,44,28,3,Wednesday,Wed,False,301
20151029,2015-10-29,2015,4,Q4 2015,10,October,Oct,2015-10,44,29,4,Thursday,Thu,False,302
20151030,2015-10-30,2015,4,Q4 2015,10,October,Oct,2015-10,44,30,5,Friday,Fri,False,303
20151031,2015-10-31,2015,4,Q4 2015,10,October,Oct,2015-10,44,31,6,Saturday,Sat,True,304
20151101,2015-11-01,2015,4,Q4 2015,11,November,Nov,2015-11,44,1,7,Sunday,Sun,True,305
20151102,2015-11-02,2015,4,Q4 2015,11,November,Nov,2015-11,45,2,1,Monday,Mon,False,306
20151103,2015-11-03,2015,4,Q4 2015,11,November,Nov,2015-11,45,3,2,Tuesday,Tue,False,307
20151104,2015-11-04,2015,4,Q4 2015,11,November,Nov,2015-11,45,4,3,Wednesday,Wed,False,308
20151105,2015-11-05,2015,4,Q4 2015,11,November,Nov,2015-11,45,5,4,Thursday,Thu,False,309
20151106,2015-11-06,2015,4,Q4 2015,11,November,Nov,2015-11,45,6,5,Friday,Fri,False,310
20151107,2015-11-07,2015,4,Q4 2015,11,November,Nov,2015-11,45,7,6,Saturday,Sat,True,311
20151108,2015-11-08,2015,4,Q4 2015,11,November,Nov,2015-11,45,8,7,Sunday,Sun,True,312
20151109,2015-11-09,2015,4,Q4 2015,11,November,Nov,2015-11,46,9,1,Monday,Mon,False,313
20151110,2015-11-10,2015,4,Q4 2015,11,November,Nov,2015-11,46,10,2,Tuesday,Tue,False,314
20151111,2015-11-11,2015,4,Q4 2015,11,November,Nov,2015-11,46,11,3,Wednesday,Wed,False,315
20151112,2015-11-12,2015,4,Q4 2015,11,November,Nov,2015-11,46,12,4,Thursday,Thu,False,316
20151113,2015-11-13,2015,4,Q4 2015,11,November,Nov,2015-11,46,13,5,Friday,Fri,False,317
20151114,2015-11-14,2015,4,Q4 2015,11,November,Nov,2015-11,46,14,6,Saturday,Sat,True,318
20151115,2015-11-15,2015,4,Q4 2015,11,November,Nov,2015-11,46,15,7,Sunday,Sun,True,319
20151116,2015-11-16,2015,4,Q4 2015,11,November,Nov,2015-11,47,16,1,Monday,Mon,False,320
20151117,2015-11-17,2015,4,Q4 2015,11,November,Nov,2015-11,47,17,2,Tuesday,Tue,False,321
20151118,2015-11-18,2015,4,Q4 2015,11,November,Nov,2015-11,47,18,3,Wednesday,Wed,False,322
20151119,2015-11-19,2015,4,Q4 2015,11,November,Nov,2015-11,47,19,4,Thursday,Thu,False,323
20151120,2015-11-20,2015,4,Q4 2015,11,November,Nov,2015-11,47,20,5,Friday,Fri,False,324
20151121,2015-11-21,2015,4,Q4 2015,11,November,Nov,2015-11,47,21,6,Saturday,Sat,True,325
20151122,2015-11-22,2015,4,Q4 2015,11,November,Nov,2015-11,47,22,7,Sunday,Sun,True,326
20151123,2015-11-23,2015,4,Q4 2015,11,November,Nov,2015-11,48,23,1,Monday,Mon,False,327
20151124,2015-11-24,2015,4,Q4 2015,11,November,Nov,2015-11,48,24,2,Tuesday,Tue,False,328
20151125,2015-11-25,2015,4,Q4 2015,11,November,Nov,2015-11,48,25,3,Wednesday,Wed,False,329
20151126,2015-11-26,2015,4,Q4 2015,11,November,Nov,2015-11,48,26,4,Thursday,Thu,False,330
20151127,2015-11-27,2015,4,Q4 2015,11,November,Nov,2015-11,48,27,5,Friday,Fri,False,331
20151128,2015-11-28,2015,4,Q4 2015,11,November,Nov,2015-11,48,28,6,Saturday,Sat,True,332
20151129,2015-11-29,2015,4,Q4 2015,11,November,Nov,2015-11,48,29,7,Sunday,Sun,True,333
20151130,2015-11-30,2015,4,Q4 2015,11,November,Nov,2015-11,49,30,1,Monday,Mon,False,334
20151201,2015-12-01,2015,4,Q4 2015,12,December,Dec,2015-12,49,1,2,Tuesday,Tue,False,335
20151202,2015-12-02,2015,4,Q4 2015,12,December,Dec,2015-12,49,2,3,Wednesday,Wed,False,336
20151203,2015-12-03,2015,4,Q4 2015,12,December,Dec,2015-12,49,3,4,Thursday,Thu,False,337
20151204,2015-12-04,2015,4,Q4 2015,12,December,Dec,2015-12,49,4,5,Friday,Fri,False,338
20151205,2015-12-05,2015,4,Q4 2015,12,December,Dec,2015-12,49,5,6,Saturday,Sat,True,339
20151206,2015-12-06,2015,4,Q4 2015,12,December,Dec,2015-12,49,6,7,Sunday,Sun,True,340
20151207,2015-12-07,2015,4,Q4 2015,12,December,Dec,2015-12,50,7,1,Monday,Mon,False,341
20151208,2015-12-08,2015,4,Q4 2015,12,December,Dec,2015-12,50,8,2,Tuesday,Tue,False,342
20151209,2015-12-09,2015,4,Q4 2015,12,December,Dec,2015-12,50,9,3,Wednesday,Wed,False,343
20151210,2015-12-10,2015,4,Q4 2015,12,December,Dec,2015-12,50,10,4,Thursday,Thu,False,344
20151211,2015-12-11,2015,4,Q4 2015,12,December,Dec,2015-12,50,11,5,Friday,Fri,False,345
20151212,2015-12-12,2015,4,Q4 2015,12,December,Dec,2015-12,50,12,6,Saturday,Sat,True,346
20151213,2015-12-13,2015,4,Q4 2015,12,December,Dec,2015-12,50,13,7,Sunday,Sun,True,347
20151214,2015-12-14,2015,4,Q4 2015,12,December,Dec,2015-12,51,14,1,Monday,Mon,False,348
20151215,2015-12-15,2015,4,Q4 2015,12,December,Dec,2015-12,51,15,2,Tuesday,Tue,False,349
20151216,2015-12-16,2015,4,Q4 2015,12,December,Dec,2015-12,51,16,3,Wednesday,Wed,False,350
20151217,2015-12-17,2015,4,Q4 2015,12,December,Dec,2015-12,51,17,4,Thursday,Thu,False,351
20151218,2015-12-18,2015,4,Q4 2015,12,December,Dec,2015-12,51,18,5,Friday,Fri,False,352
20151219,2015-12-19,2015,4,Q4 2015,12,December,Dec,2015-12,51,19,6,Saturday,Sat,True,353
20151220,2015-12-20,2015,4,Q4 2015,12,December,Dec,2015-12,51,20,7,Sunday,Sun,True,354
20151221,2015-12-21,2015,4,Q4 2015,12,December,Dec,2015-12,52,21,1,Monday,Mon,False,355
20151222,2015-12-22,2015,4,Q4 2015,12,December,Dec,2015-12,52,22,2,Tuesday,Tue,False,356
20151223,2015-12-23,2015,4,Q4 2015,12,December,Dec,2015-12,52,23,3,Wednesday,Wed,False,357
20151224,2015-12-24,2015,4,Q4 2015,12,December,Dec,2015-12,52,24,4,Thursday,Thu,False,358
20151225,2015-12-25,2015,4,Q4 2015,12,December,Dec,2015-12,52,25,5,Friday,Fri,False,359
20151226,2015-12-26,2015,4,Q4 2015,12,December,Dec,2015-12,52,26,6,Saturday,Sat,True,360
20151227,2015-12-27,2015,4,Q4 2015,12,December,Dec,2015-12,52,27,7,Sunday,Sun,True,361
20151228,2015-12-28,2015,4,Q4 2015,12,December,Dec,2015-12,53,28,1,Monday,Mon,False,362
20151229,2015-12-29,2015,4,Q4 2015,12,December,Dec,2015-12,53,29,2,Tuesday,Tue,False,363
20151230,2015-12-30,2015,4,Q4 2015,12,December,Dec,2015-12,53,30,3,Wednesday,Wed,False,364
20151231,2015-12-31,2015,4,Q4 2015,12,December,Dec,2015-12,53,31,4,Thursday,Thu,False,365
